fixed acidity,volatile acidity,critric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
14.597442428305666,0.27,0.7226778840317033,20.7,0.25560709552836125,137.72871979598295,53.05336648493487,1.001,3.1286765172274387,0.4717829514324222,11.30953870974999,6.0
8.288791190104233,0.3,1.7490248503640309,1.6,0.12895862273229095,86.11155080016421,64.93377194558343,0.9940000000000001,3.691147541459322,0.9233973731126673,8.126983306697113,5.0
3.0898976407030463,0.28,0.8371077515323694,6.9,0.3062408269242948,8.266643360279234,26.102899788655307,0.9951,3.5494988434039945,1.0165635685547034,11.247489958396699,5.0
13.93171154938949,0.23,0.24137025475243887,8.5,0.26643604127069526,212.24650484196755,16.764492775206016,0.9956,2.867153778804511,0.5078818559202942,11.104246625455975,6.0
14.271227968365167,0.23,0.7173993448659418,8.5,0.3202004728066304,109.03162614532516,424.26989948635537,0.9956,2.865725016333654,0.8832491858103992,8.062315820931577,6.0
9.986730876707389,0.28,1.396507285926156,6.9,0.19021001754681888,172.20999067408005,149.3510967680086,0.9951,3.707963869644489,0.5134694761450269,10.1570939215649,6.0
11.058761777855821,0.32,1.0760815442448344,7.0,0.15151917078356825,213.8705969775884,161.45047733653624,0.9949,2.900853252808999,0.753000734689252,11.531560859566602,6.0
4.007258722045007,0.27,0.11430064259969666,20.7,0.3114292912427764,47.94218497762108,347.5044634870474,1.001,3.0690589125223875,1.0019179623895749,11.736427202241483,5.0
12.197771193501556,0.3,1.3534434621262008,1.6,0.13170139596685143,133.45268228680598,344.0473739430668,0.9940000000000001,2.9622395592237347,0.2455768065395191,11.865377461158435,5.0
5.841717304357413,0.22,0.19224001291470372,1.5,0.2578651794317166,182.92586712576534,230.7064249471313,0.9938,3.3429028419987112,0.8513174124840979,8.137472774309208,5.0
3.3697682607193196,0.27,1.1992378014497709,1.45,0.0873704231946567,118.63289012031869,266.8836171724891,0.9908,3.1059590761989786,0.7503415455040392,14.030035222655433,6.0
12.465272606835402,0.23,1.4407173118120544,4.2,0.0707634671206172,99.35635677625669,300.04818602071845,0.9947,3.8434022253261446,0.9271116131442996,13.20862884990476,7.0
7.153067587165477,0.18,0.8433134487066014,1.2,0.21126188747391442,272.7591032722648,267.71531518486387,0.992,2.894787949228392,0.8779342387854163,14.12897067495938,7.0
10.479377700470023,0.16,1.5097685776954708,1.5,0.281433581971633,103.20438283009692,383.31944033902715,0.9912,3.8003116391796334,0.5098213591586396,12.946624519823072,7.0
10.389788341243383,0.42,0.6322430887274907,19.25,0.2179271271114798,84.17162467008323,249.02575041414792,1.0002,3.2636053107733316,0.7259645197701996,10.023411454262552,6.0
4.782655664499451,0.17,0.0035945101555305836,1.5,0.08049053700137412,63.59762357205534,321.8784777575001,0.9914,2.989758599724876,0.6157569366213194,8.659297936155404,5.0
5.19708776891918,0.48,1.2772395649631074,1.1,0.0473552261203477,182.9802787021583,68.18537049581693,0.9928,3.72674875215362,0.498813697174884,8.141236768301688,5.0
4.372955636264251,0.66,0.4632738317103017,1.2,0.3413292849940804,85.82227947420591,427.79636270506785,0.9892,3.6086999132962023,0.8967349787869039,12.246784865839874,5.0
3.1754253658429095,0.34,0.5404559570860011,1.1,0.3058487244596574,14.511430171455448,389.53807247638326,0.9917,3.066881108406805,1.004679073597183,11.21430271386199,5.0
8.8410184872571,0.31,1.417400597080591,7.5,0.2569472307967005,191.12251100886365,159.09455926007095,0.9955,2.7405332203418786,0.7769633415437724,11.847801244689574,6.0
14.578818730994588,0.66,0.019441230597503755,1.2,0.1638917270200312,266.431598220303,435.66551032823617,0.9892,3.7450238935291553,0.4633652329199689,9.105784800369847,7.0
3.774747371726233,0.31,1.0213603266646851,2.9,0.24756746095727777,2.4530907145245866,26.192510418189876,0.9912,3.207915535467722,0.8375270920938324,8.527437954358389,5.0
9.493058226613563,0.26,0.4911043285584765,1.7,0.017263733653332523,203.9653622558557,208.52891396508372,0.993,3.6473350718210216,0.9335601797751713,10.31017679794009,7.0
8.590782708099715,0.67,1.1487727496493503,1.5,0.31082144823685776,144.7001819920651,141.59060496577845,0.9937,2.8429503347092417,0.6628787880997232,10.188397349197773,4.0
10.217561394732618,0.27,0.3996343783267267,1.3,0.22319485027619712,230.0602040221221,438.56320486761206,0.9951,2.8506208299555738,1.0442666636303586,13.604149002944858,6.0
4.067145959887948,0.25,1.5615831200312067,9.0,0.20368094849059798,124.69331348366333,50.48578594161454,0.9955,3.1240461234313366,0.36636602891576653,10.60093058159383,5.0
